id,code,institution,problem_statement
367,TK1050,Government of Rajasthan,"""The social discipline becomes a prior activity to be followed in the public place espescialy in making the queues at public areas. A system should be designed to manage and alleviate the process of the lines or queues. The COVID-19 pandemic has shown the need for a queue management system that can handle patient flow in a safe and efficient manner. With the regulations to maintain a safe distance and a limit of maximum number of people in indoor space, healthcare facilities need to adapt and be agile to maintain the services while keeping everyone (including patients, staff, and visitors) safe.
 To improve the patient experience and staff satisfaction, an industry with limited budgets and resources, needs to consider their investments carefully.The aim is to design and develop a smart queue management system using the latest technologies that improves the experience for any customer and reduces the pain points while waiting to get the service."""
368,TK1051,Government of Rajasthan,"To mainitain the social reintegration, the best aleternatives for the current prison should be brought into usage to replace the prisons."
369,TK1052,Government of Rajasthan,"To get the information about the occupancy of bed and necessary items for the patients especially in emergency cases, an electronic systme must be brought into usage to identify them to aware the patients and to make them to easy to find"
370,AU1053,Government of Uttarakhand,"There should be a website for farmers in local languages, in which instructions and information are provide to the farmers about seasonable and suitable crops, seeds, farming tools & instruments etc.Farming has been the backbone of our country. More than 42 percent in India are employed directly or farming related activities. Empowering our farmers will effectively help our economy. In an effort to help our farmers, the Uttarakhand Government needs a website for the farmers in local languages. It should have instructions and information about seasonal and suitable crops, seeds, farming tools & instruments etc."
371,AU1054,Government of Uttarakhand,"""To develop a software through which we can search each and every famous things(i.e. famous place, food, fruit, handicraft, etc.) at each village/city.Objective:a) To be able to give farming related information like weather updates, suitable crops based on region.
 b) To be able to give all the information in the local Indian languages.To help boost tourism in our country and help people with self-employment the Uttarakhand Government requires an application through which we can search each and every famous thing(i.e. famous place, food, fruit, handicraft, etc.) at each village/city. By having this information the tourists can easily visit the places."""
372,AU1055,Government of Uttarakhand,"""Proper management of waste is important for building sustainable and liveable cities, but it remains a challenge for many developing countries and cities. A report found that effective waste management is relatively expensive, usually comprising 20%–50% of municipal budgets. Operating this essential municipal service requires integrated systems that are efficient, sustainable, and socially supported. A large portion of waste management practices deal with municipal solid waste (MSW) which is the bulk of the waste that is created by household, industrial, and commercial activity. a) An effective waste collection process. This will include designing waste collection bins, vehicles and waste processing units.
 b) Since the focus is on villages, the biodegradable and non biodegradable wastes should be segregated and utilized properly."""
373,AU1056,Government of Uttarakhand,"""Out of the total area of Uttarakhand, 86% is mountainous and 65% is covered by forest. With flash floods and landslides being a regular problem, the Uttarakhand government seeks to create ropeway structures in hilly areas for transportation. The main aim is to reduce the overall transportation cost by not having to cut hills and create roads. Having ropeways will also help in saving our environment.objective:1. Creating effective ropeway design which can last longer and can take heavy weights
 2. The structure should also be able to withstand natural calamities 
 3. It should be able to safely keep people and goods stuck on them."""
374,AU1057,Government of Uttarakhand,"""Uttarakhand being a mountainous region has villages at different altitudes and spread far across. The Govt seeks to create an economical water security plan for remotest villages of Uttarakhand.Objective:1. Villages in remote regions should have access to potable water year round.
  2. It will include creation of water storage units, proper water distribution plans and recycling water."""
375,AU1058,Government of Uttarakhand,"""In an effort to create an economical water security plan, the Government seeks to develop an effective irrigation plan for small fields utilizing waste water. This will help in saving and recycling water.objective:1. Automatic irrigation system with minimum water wastage
 2. Should be able to reuse the wastewater."""
376,AU1059,Government of Uttarakhand,"""Out of the total area of Uttarakhand, 86% is mountainous and 65% is covered by forest. With flash floods and landslides being a regular problem, the Uttarakhand government seeks a GIS based flood and risk assessment system. By having these locations identified, the Govt. can then take necessary steps to secure the locations by taking necessary steps.Obective:1. GIS based flood and risk assessment system
 2. The application should be able to properly show the regions which are flood and landslide prone."""
377,AU1060,Government of Uttarakhand,"""Wastewater treatment is a process used to remove contaminants from wastewater and convert it into an effluent that can be returned to the water cycle. Once returned to the water cycle, the effluent creates an acceptable impact on the environment or is reused for various purposes (called water reclamation). Processes commonly used include phase separation (such as sedimentation), biological and chemical processes (such as oxidation) or polishing. The main by-product from wastewater treatment plants is a type of sludge which is usually treated in the same or another wastewater treatment plant.Objective:1. To get reusable water from waste water in villages.
 2. To set up a proper water distribution system for the recycled water."""
378,AU1061,Government of Uttarakhand,"Tourism is a major source of income for the state of Uttarakhand. To give it further boost, the Govt wants to create a tourist friendly application which will have the details of all the char dham and other important places present in the state. The application should also help tourists get local information regarding availability of stay and lodging at partner hotels.Objective:Application to get info about important places and char dham."
379,DA1062,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""We are aware that certain medicines are temperature sensitive and have certain specified maximum temperature. Now with temperature sensitive COVID vaccines, awareness of exposure to higher temperatures has become important. If the medicine is kept for certain period on a temperature higher than specified limits, the medicine is not recommended to be used. During transportation from production units to distributors/retailers etc and the consumers, chances are always there that the temperature exceeds the specified range and may not be recommended for use. As of now there is no mechanism to track the temperature range violation. Same can be applicable in food industry too. If a sticker can be designed for medicines and other dietary products which can change its colour with change in specified temperature (and duration of exposure to higher temperature), it will be highly useful in maintaining quality of the various products.
 Major expectations from the device
 - Programmable in terms of temperature and exposure duration
 - Passive in terms of power requirement
 - Cost effective 
 - Robust, temper proof"""
380,DA1063,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""In India problems related to knee is increasing at a high pace. The solution is related to Knee replacement or capping. In most of the elderly people, knee replacement is not recommended and one has to manage the pain for entire life.
 It is desired that a mechanical arrangement may be designed to support knee movement, which can take body weight and transfer to shoe so that pain related to stress at knee due to body weight is minimized. The movement of the knee joint should not hamper."""
381,DA1064,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""India is Diabetic Capital of the World. India has the highest number of diabetics of any one country in the entire world. Over 30 million have now been diagnosed with diabetes in India. In rural areas, the prevalence is approximately 3 per cent of the total population, the urban areas it is expected to be 9 per cent.
 Persons suffering with diabetes have to constantly monitor their blood sugar levels and take insulin accordingly. Till now the glucometers are invasive and is painful. We have seen devices like Pulse Oxy-meters which are convenient to use and give accurate readings for oxygen levels (SPO2) in blood. Having a Glucometer just like Pulse-oxymeters which is non-invasive and accurate is a big requirement and has a huge market. 
 The Challenge posted is for having a Glucometer just like Pulse-oxymeters.
 Major expectations from the device
 - Non-invasive, Battery operated
 - Small and easy to use with minimal cost of consumables (if any)
 - Cost effective 
 - Robust"""
382,DA1065,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""It is well known that solar power production is maximum through solar panel when the sun is perpendicular to the solar panel. Number of solar tracking electronic devices have been made to align the solar panel with the sun. But they consume power and effectively power generation is not efficient. 
 It is desired to make a solar panel tracker which does not consume power."""
383,DA1066,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""We are a presently having the largest population of youth and that is the bedrock of our future. However, we are soon also going to have perhaps the largest population of the elderly and get the label of the Geriatric Nation. But these elderly have been the backbone of our nation and we must ensure that it remains strong- physically as well as mentally. 
 It is the latter issue (mental) and the challenges that it entails that we wish to bring to the notice of make the youth to offer viable solutions. 
 It is desired an AI based interactive robo can be designed which can interact with elderly at home, monitor their problems and raise alarms for family members. Interactive jovial talks can be relaxing and remedy for many ailments."""
384,DA1067,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""During video calls, often eye to eye contacts are missing because the camera and the screen are misaligned. During the calls, the tendency is to see on the screen and not in the camera, which leads to misaligned conversations. 
 It is desired to design some mechanism to align both the video streams so that the conversations are effective."""
385,DA1068,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""During parliament session, each Department receives number of Parliament Questions (PQ) on varied topics raised by MPs. These PQ are to be handled in a very time bound manner on top priority. Each reply is generally prepared by seeking inputs from all the other relevant departments which requires lot of efforts and is also time consuming. 
 It is desired a platform can be designed which can provide responses to similar PQ asked earlier, suggest probable reply and indicate different departments having similar programs and information. This will be helpful in preparing proper reply to PQ. As of now there are some search tools, separate for Lok Sabha and Rajya Sabha. But a unified, fast and effective mechanism is missing."""
386,DA1069,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""Patients suffering with COPD have limited mobility and have to be supported with additional oxygen (usually for supply of oxygen at 2-3 L/min.). Because of limited mobility, the patients 
 have to be carried on wheel chair and a separate trolley is also to be carried for holding oxygen cylinder (B-Type). 
 It is desired that a wheel chair (foldable) can be designed which can carry oxygen cylinder (B-Type) along with patient. This will be convenient and only one attendant can manage the patient."""
387,DA1070,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""Recharging ground water level has always been a challenge. Rain water harvesting has a peak during monsoon and most of the time, in most of the areas it’s not so effective. 
 Kitchen waste water has comparatively less impurities and contaminations and if harvested separately, can lead to a more sustainable technique to recharge ground water levels. Societies and big houses can be required to separate kitchen and toilet waste water. With selection of proper bio-reactors, algae, biochemicals, some useful by-products can also be made like some useful gases, fuel etc."""
388,DA1071,"Department of Science & Technology (DoST), Ministry of Science and Technology.","""We are a presently having the largest population of youth and that is the bedrock of our future. However, we are soon also going to have perhaps the largest population of the elderly and 
 The elderly, as per the information gathered from Department of Geriatrics, AIIMS, tend to face gradual degradation of mental faculties which could lead to several disorders like Amnesia, Alzheimer disease, among others. One possible way to arrest the onset or at least lessen the impact of these challenges is to engage the elderly in mind games like Suduko, Chess, and so on. Based on our experience of keeping the kids engaged & interested in science by making unconventional and innovative Teaching Learning Materials (TLM), we had thought of also making some models, toys, games, etc. The youth brigade from Engineering streams can be roped in to develop Apps, Gaming, and the like, to address this challenge.
 get the label of the Geriatric Nation. But these elderly have been the backbone of our nation and we must ensure that it remains strong- physically as well as mentally. It is the latter issue (mental) and the challenges that it entails that we wish to bring to the notice of make the youth to offer viable solutions."""
389,DA1072,"Department of Science & Technology (DoST), Ministry of Science and Technology.","Conditioning Monitoring (CM) of electrical system is the process of systematic data collection and evaluation to identify changes in performance or conditioning of the system, or its components, such that remedial action may be planned in a cost effective manner to maintain reliability. It is the process of continuous monitoring of their electrical parameters in order to identify a significant change which is indicative of a developing fault. Different micro-grids groups have been developing their own remote maintenance and diagnostic units on engineering system of their choice. The appropriate low costgeneric tools, providing safe solution are required, to address the challenge for robust and reliable micro grids."
390,LC1073,Ministry of External Affairs (MEA),"""A false alarm occurs when the security system erroneously detects a dangerous situation that is not really. There are many reasons for false alarms to occur.
 
 The consequence of a false alarm, in addition to an unjustified fright for its owners, comes in the form of unnecessary notices to the state security forces or to the security company’s security guards, if applicable.
 
 The system is activated as if there had been an intrusion that does not really exist.
 
 Why is it important to stop false alarms?
 Stopping false alarms is important so as not to cause unnecessary warnings to the owners, the police or the surveillance company. When false alarms are continuous it can also cause an unwanted effect: we relax and do not give importance to the true alarm when it occurs.
 
 An excess of false alarms in a device can cause its cancellation so that it does not interfere with the security system until corrective maintenance of the device is applied. The false alarm may be masking a malfunction of the security system that can have serious consequences when necessary.
 
 An excess of false alarms in companies may result in penalties, an adequate alarm system being mandatory or having to review or replace the security system.
 
 The aim of the Problem Statement is to create a smart alarm system to avaoid trigerring a flase alarm."""
391,LC1074,Ministry of External Affairs (MEA),"""Transport and logistics services facilitate international trade and play an important role in the growth and development of the local economy. The quality and efficiency of logistics services can matter for international trade as a weak logistics infrastructure and operational processes can be a major obstacle to global trade integration.
 
 Transport and logistics is a sector in which global value chains (GVCs) play a vital role in connecting countries, spreading technology, and promoting best practice around the world. The transport and logistics GVC is notable for the variety of lead firms involved in it—including major shipping, express delivery, and freight forwarding firms—and the range of local operators they partner with. Increasingly, transport and logistics GVCs are extending their reach into developing countries.
 
 The fragmented market of freight transportation imposes several inefficiency costs as a result of delay, double-spending, disputes, and cancellations. While in such competitive market, every player seeks its own profit, optimisation at individual level also becomes harder due to invisibility and disconnectivity. Although tackling some of these issues are doable by synchronization, encryption and integration, it seems that other emerging technologies can also be applied for finding and developing a solution. 
 
 Logistic companies face few major problems during delivery service. First of all, is dependence on a middleman, which connects messengers and clients, and process all the information for delivery manually, moreover increasing the price for delivery. Second, the utilization of Big Data. Many deliveries and logistics companies don’t use the data that they have, cannot set up new settings and offers for their users. Third, up to 30% of all products ordered online become returns, placing an insurmountable burden on reverse logistics. More purchasing through online creates more movement and strain on logistic companies."""
392,LC1075,Ministry of External Affairs (MEA),"""Today is your first day in a new role at a multinational organization. Your team is dispersed across the globe, and many of your co-workers don’t speak your native language. After making the proper introductions, your supervisor asks you to complete an online training course — which also isn’t in your native language. You manage to fumble your way through the course but, since you don’t understand the content, finish it feeling more confused than when you started.
 
 While this scenario may seem extreme, it’s a reality for the many employees around the world who must attempt to learn in a non-native language.
 
 The world is growing more interconnected and mobile by the day: more companies are opening operations and branches in various locations around the world, creating an increasing need to co-ordinate and communicate transnationally. That poses a full gamut of tricky issues. Take language barriers: colleagues living in different counties might not necessarily speak the same language – and linguistic misunderstandings can have costly consequences.
 
 Already in 2012, a report by the Economist Intelligence Unit found that half of 572 executives polled by the organisation thought that uncertainties with language and “messages lost in translation” had negatively impacted their business by hampering international deals. And that is just one barrier to communication. A range of other hurdles are also emerging as key challenges, including cultural barriers, accessibility issues, and outdated technological tools that hamper the beneficial exchange of information, when they are actually supposed to aid it.
 
 As the world shrinks, the goal of achieving effective and frictionless communication has become more urgent and multi-layered for companies.
 
 So, the aim is to create a solution that can aid in bridging the language barriers in day to day life."""
393,LC1076,Ministry of External Affairs (MEA),"""Email spoofing is a form of cyber attack in which a hacker sends an email that has been manipulated to seem as if it originated from a trusted source.
 This kind of identity deception is widely used in phishing and spam attacks to help boost the open rate and efficacy of malicious emails. In many email attacks, embedded links lead to phishing sites designed to swipe sensitive information or login credentials from recipients. Others contain malware-laden attachments, or employ social engineering to bamboozle well-researched targets out of money in spear-phishing or business email compromise (BEC) scams.
 
 In order to spoof an email, all a fraudster needs to do is set up or compromise an SMTP server. From there, they can manipulate the ‘From’, ‘Reply-To’, and ‘Return-Path’ email addresses to make their phishing emails appear to be legitimate messages from the individual or brand they’re impersonating.
 
 This identity deception is made possible by the fact that SMTP—the Simple Message Transfer Protocol used by email systems to send, receive, or relay outgoing emails—lacks a mechanism for authenticating email addresses. It’s also exacerbated when exploited through popular cloud-based email platforms such as Gmail and Office 365.
 
 Because of their ubiquity and the precipitous volume of emails distributed by these and other email platforms, phishing attacks launched from cloud email accounts are far less likely to be detected and blocked than those sent from a lookalike domain.
 
 Hence, the objective is to find a solution and suggest a mechanism that can filter the spoofed email at server only."""
394,RS1077,Ministry of Finance,"""Arbitration law is a form of Alternative Dispute Resolution. It is a method to resolve disputes outside the courts. The parties willing to take the course of alternative dispute resolution can either add a clause for arbitration in their main agreement/contract or make a separate agreement for arbitration. The parties can address their dispute before a sole arbitrator or a panel of three arbitrators. It is a less formal process than a court procedure and it is relatively cheaper as well. An Arbitral Award has the same binding effect and it is enforced under the Code of Civil Procedure in the same manner as a decree of a Court.
 
 Mediation is an alternative method of resolving disputes without resorting to the courts. It is a structured, voluntary and interactive negotiation process where a neutral third-party uses specialized communication and negotiation techniques to help the parties in fulfilling their stated objectives. As a party-centred process, it focuses on the interests, needs and rights of the parties.
 
 The aim is to create of a single database on the orders passed by a registered Arbitrator and agreement achieved through mediation process keeping a fine balance of confidentiality and transparency and verification/authentication."""
395,RS1078,Ministry of Finance,"""The Department of Financial Services (DFS) oversees several key programs/initiatives and reforms of the Government concerning the Banking Sector, the Insurance Sector and the Pension Sector in India. Therefore, it’s very important for the concerned officials to be updated in respect of any news or changes that happen in these financial matters and the information should be available on mobile/email. Hence the department seeks to develop an information application that can send link or news related to these financial matters immediately to the concerned officials and can provide link to various circulars of the financial institutions like RBI, Banks, PFRDA, etc. as per the user’s will. Design an app to allow broadcast of information by senior officials, and reporting of issues by all other officials to respective authorities.
 
 While one may already know that financial reporting is important, one may not understand its untapped power and potential.
 
 In fact, financial analysis and reporting are one of the bedrocks of modern business. Financial analysis and reporting offer a level of insight that helps businesses remain compliant while streamlining the flow of information.
 
 
 An app for where information can be accessible to spec to engage, train and manage their workforce in terms of financial matters.
 It will enable team communication, remote training, and digital checklists, all in one place so one can get real time updates while building a knowledge workplace.
 
 Salient features:
 Engage without emails: Set up communication boards, share financial updates, recognize top knowledge engagement
 Can run paperless audits, collect data, digitize the field operations
 Share the relevant information with organisations, specific people, officials
 Some information can be publicly viewed, that is accessible to all. Informations can also be broadcasted"""
396,RS1079,Ministry of Finance,"""The Department of Financial Services (DFS), Ministry of Finance and National Informatics Centre (NIC) have jointly developed a mobile app called Jan Dhan Darshak as a part of financial inclusion (FI) initiative. As the name suggests, this application acts as a guide for the common people in locating a financial service touch point at a given location in the country. 
 
 While locator apps are a common feature for many individual banks and financial service providers, in this era of inter-operable banking services, Jan Dhan Darshak app will be in a unique position to provide a citizen centric platform for locating financial service touch points across all providers such as banks, post office, CSC, etc. These services could be availed as per the needs and convenience of the common people.
 
 Salient features of this Apps being: 
 Find nearby Financial touch points, based on current location (Branches/ATM/Post offices)
 Search by place name
 Search by place name also available with Voice Interface
 Phone number of bank branches available in app, with the facility of call button for integrated dialing
 Users’ feedback will go directly to the concerned bank for carrying out the necessary updation in data on financial touch points.
 
 The aim is to take a look at the additional application and develop a more featureful application that provides more insights and better recommendations."""
397,DV1080,"Dairy Division, Department of Animal Husbandry & Dairying, Ministry of Fisheries, Animal Husbandry & Dairying","India ranks first among the world’s milk producing Nations since 1998 and has the largest bovine population in the World. Milk production in India during the period 1950-51 to 2017-18, has increased from 17 million tonnes to 176.4 million tonnes as compared to 165.4 million tonnes during 2016-17 recording a growth of 6.65 %. FAO reported 1.46% increase in world milk Production from 800.2 million tonnes in 2016 to 811.9(Estim) million tonnes in 2017. The per capita availability of milk in the country which was 130 gram per day during 1950-51 has increased to 374 gram per day in 2017-18 as against the world estimated average consumption of 294 grams per day during 2017. This represents sustained growth in the availability of milk and milk products for our growing population. gDairying has become an important secondary source of income for millions of rural families and has assumed the most important role in providing employment and income generating opportunities particularly for marginal and women farmers. There is a need of Developing a mobile App for online processing and registration of dairy farmers producing milk and other livestock products organically. Such an app may help provide market linkage."
398,DV1081,"Dairy Division, Department of Animal Husbandry & Dairying, Ministry of Fisheries, Animal Husbandry & Dairying","India’s dairy industry has significant potential for growth, but it still faces many challenges. The country is largest milk producer since 1998. As such, to stay competitive, its dairy farmers need to be able to supply domestic companies with raw milk that meets rigorous food safety standards.But India is vast and milk collection centres sparse. Distances to dairy plants can span hundreds of kilometres, leading to high transportation costs, spoilage risks and difficulties in upholding milk industry standards. Additionally, milk producers and processors are often not in direct contact with one another making it difficult to coordinate the collection. There is a need of a mobile application accessible to all dairy producers and consumers to keep track of major potential dairy importers of the world and link them with major dairy product manufacturers of the Country."
399,DV1082,"Dairy Division, Department of Animal Husbandry & Dairying, Ministry of Fisheries, Animal Husbandry & Dairying","Government of India is making efforts for strengthening infrastructure for production of quality milk, procurement, processing and marketing of milk and milk products through various dairy Development Schemes. TO streamline the whole data, a web-based portal to create and strengthen dairy assets/ infrastructure by all dairy processors of the Cooperative and private dairy sector is required. The solution to this problem may be a mobile application or a web application that support tagging & monitor capital assets created under dairy development schemes based on geographical locations."
400,AK1083,"National Digital Education Architecture (NDEAR), Department of School Education & Literacy (DoSEL).","""Context: 
 Inspired by the science of learning, player learns concepts, clarify their understanding and also develops speed in applying the concepts in this gameplay. Game learns the player’s current level of understanding based on choices made and game complexity is varied to balance the engagement and difficulty level of the game. simple learning games be built using any interactive activity framework. 
 
 Description: 
 Concepts in the Games are expected to tagged to Nipun Bharat (Foundational Literacy and Numeracy) and NCERT Learning outcome registry(as applicable), DIKSHA telemetry specifications and need to be tagged to relevant NCERT textbooks using DIKSHA dial framework. 
 Games can choose to use DIKSHA’s ECML content framework for interactive content and could leverage robotics, digital toys to add Interactivity, engagement and sophistication. 
 Team can develop relevant plugins for NDEAR DIKSHA content development studio to enhance the interactive experience of game play and contribute to opensource community. 
 More enhanced games could explore multiplayer environments, and leveraging AI/ML to induce engagement and challenge.
 By carrying out real time analysis, proficiency of users be made available on dashboard levering the NDEAR data framework and tools such as cQube leveraging the learning outcome Tags and proficiency demonstrated by gamers.Games could provide either a PC app, or phone or web-ui based experience."""
401,AK1084,"National Digital Education Architecture (NDEAR), Department of School Education & Literacy (DoSEL).","""NIPUN bharat context - 
 To address aspects of quality of learning and achieve the goal of attaining foundational literacy as envisaged by National Education Policy (NEP) 2020, NIPUN Bharat Mission was launched.Mission’s objective is to ensure that every child in the country attains basic literacy and numeracy skills by Class 3 by 2026-27
 
 Problem statement 
 Can the team help teacher and parents to learn to engage the child in next best engaging activity..
 
 Description
 Concept hierarchy informed by Nipun Bharat Learning Outcome registry and ready reference of LO by grade easily available for teacher and parents
 Existing teaching and learning digital content on DIKSHA, open source content orgnized by grade level.
 Leverage NDEAR DIAL Registry( QR codes) available in DIKSHA to contextually help teachers with single scan of textbook QR codes.
 Data mining of country’s achievement data on DIKSHA as well as from various other sources including data from not for profit segment. 
 Picking insights from Misconceptions and Learning science as applicable to early grade learning available on DIKSHA
 Leveraging AI/ML to assist teacher make next best teaching and engaging activity…based on insights from mining as well as leveraging insights from science of learning (concept level misconceptions available on diksha for example)
 Anonymized aggregated data becoming available for community to mine for insights compliant to open data policies goi
 Larger country achievements available as dashboard leveraging NDEAR open source building blocks as needed for teachers, parents, state and central government officials…with student level data only visible to students, parents and teachers and all others only seeing aggregate data..
 Leveraging Student, teacher, school registry building blocks from NDEAR."""
402,AK1085,"National Digital Education Architecture (NDEAR), Department of School Education & Literacy (DoSEL).","""Context:
 Millions of students struggle to understand the career options open to them as they have limited access and exposure to information, opportunities and quality mentors. 
 
 Problem Statement: 
 Help student students discover and explore their interests and get assistance to choose future career paths and skilling options..
 
 Description:
 The solution should include the following features:
 Based on the orientation / subject/topic interest, answer what are possible next steps - What future career options are waiting to welcome you..Based on the end goal/dream/aspiration, some of the possible paths that can be taken to reach the goal including recommended upskilling courses from DIKSHA/Swayam/Skill platforms worldwide
 What are the best options to skill oneself, best places to study further, train oneself in the areas of their aspiration
 Based on the type of career path that student is on, who are some of the successful people i know with similar career paths who can be contacted to for guidance
 Student can visualize future paths available on a orientation and interest..
 Hackathon team will explore ways to mine the current data sets available on popular platforms to get informed. This information could become the initial data on which exploratory tool is based. 
 The tool could leverage best practices and best AI/ML to develop needed insights to guide students."""
403,AK1086,"National Digital Education Architecture (NDEAR), Department of School Education & Literacy (DoSEL).","""Context: 
 Digital learning has gained lot of momentum augmenting classroom learning. Advent of NDEAR open source building blocks make it possible for students to develop their own learning apps leveraging the available NDEAR tools. 
 
 Problem Statement: Leveraging NDEAR building blocks, NDEAR DIKSHA DIAL registry for scanning QR codes in textbooks, content APIs, and other relevant building blocks can create customized learning app for the school? Can each school team develop their own learning app leveraging the NDEAR building blocks - and manage and maintain the tool for the benefit of their friends. Leveraging the NDEAR open source building blocks, can students maintain their own digital library linking them to NDEAR DIAL CODES in the textbooks and pass them onto the next batch for maintenance and upkeep? Would this library contain learning and practice digital content created by students that makes it easy for learning from each other…all leveraging the open source tools including NDEAR building blocks.
 Could the school learning app, implement open source flashcards, library of flashcards, leverage machine learning algorithms to help students efficiently remember concepts and apply them leveraging effectively science of learning concepts."""
404,AK1087,"National Digital Education Architecture (NDEAR), Department of School Education & Literacy (DoSEL).","""Context:
 Real world experiences greatly enhance our learning experiences. But, it is not possible experience every concept and subject in the real world. Using Virtual Reality (VR) technology to create immersive experiences is a great substitute.
 Currently, VR and other immersive tools are mostly produced with powerful and expensive tools. It also needs considerable expertise to create. This makes it difficult for mass adoption for the various usage scenarios that DIKSHA imagines.
 
 Problem Statement: 
 Developer to build technology into the classrooms at a low cost, giving teachers the agency and ability to create VR content and that could be experienced using low cost viewers. It enables teachers or anyone else to create VR content and bring VR tech and other immersive tool into the classroom."""
405,AK1088,"National Digital Education Architecture (NDEAR), Department of School Education & Literacy (DoSEL).","""Bringing together a cane, smartphone camera and basic projection system to turn any wall in the classroom into a smart wall
 
 Context : 
 Teachers who use a basic projector (NOT SMARTBOARDS) to teach in the classroom are bound to the computer to control and navigate a lesson. Sometimes the systems do not face the classroom forcing teachers to have their back to the classroom making it difficult to manage the environment. 
 
 
 Problem Statement: 
 Build a tool by leveraging computer vision libraries, to enable a simple computer and projection systems to behave like smartboard leveraging commonly available local tools
 
 
 Description:
 The solution should include the following features:
 Leverage Machine Vision enabling computer that is controlled by any stick/cane…recognize writing on the board using sticks and such and digitally recognize them as inputs.
 
 
 Detects the stick/cane like a mouse pointer to click or interact with what is displayed. 
 
 
 This innovation should enable the desktop computers + projector systems to act like smart boards without need for expensive integrated smartboard solutions.
 Niche capabilities of today’s smartboards be explored to be brought into the solution."""
406,AK1089,"National Digital Education Architecture (NDEAR), Department of School Education & Literacy (DoSEL).","""A fun and engaging game to gain reading proficiency, that also provides an index score to teachers to understand student reading levels 
  
 Context: 
 Reading is the first of the three basic R's of education. Building measurable reading competency is the need of the hour. .
 
 Problem Statement: 
 Could we leverage innovative power of technology to Develop novel, simple, but powerful game to tackle the problem of reading proficiency leveraging available tools, services and evolving a RQI mechanism to improve reading skills among children.
 
 Description: 
 The solution could ask the child to choose a difficulty level before starting the game. On start, phrases and sentences slowly move across the screen. The child reads aloud into a microphone what it sees on the screen. After five sentences, the child should gets a reading and pronunciation score. The system evaluates the reading level after processing the speech and making judgement of proficiency of the reader. Sentences and phrases are level appropriate and solution tunes itself to higher level of complexity.
 Solution leverage NDEAR building blocks for translation( Anuvaad ) for assessing reading proficiency in various indian languages and explore open source language tools available to them. Cloud implementation leverages Machine learning to tune the engagement for child to read.
 Solution could leverage rich research available into reading proficiency to craft easy journey for student.
 Solution leverages AI to learn about the proficiency levels of the child and tunes the content to keep up with the difficult level and maintain engagement levels ( keep the child in zone of proximal development)
 Popular open source content (child ready ) content available on DIKSHA, NCERT and state curriculum textbooks and other open source story platforms could be the source of content. Content presentation could leverage NDEAR DIKSHA’s ECML specs and tools for easy development and presentation of content to students.
 Hackathon team must make efforts to implement in more than one indian language including regional language beyond Hindi and english.
 Mechanism to keep the child engaged, continues be employed including gamification techniques. 
 Evolving RQI that can be leveraged for evaluating student would be a additional benefit."""
407,AK1090,"National Digital Education Architecture (NDEAR), Department of School Education & Literacy (DoSEL).","""Use the existing DIKSHA quiz capability, leverage smarts of phone camera, computer vision, image processing, AI, ML to develop timed, easy and smart phygital assessment…Could the same capability help teachers make their mundane tasks like attendence, Mid-day mean recording efficient. 
 
 Problem statement -
 After teaching a concept, can teacher develop a quick understanding of student understanding of concept, idea without needing to either conduct exam like test, or providing devices for each student to conduct online test? 
 
 NDEAR DIKSHA's regularly used, existing quiz feature allows any creator on the platform to create and conduct quizzes for users to gain and check mastery of subjects. In this hackathon team will attempt to develop a solution that leverages simple phone camera of smartphone to assess entire class’s understanding when students make choices using cardboards marked with choices, by leveraging image processing, OCR capabilities, machine learning among others. Team will build rapid assessment plugin to DIKSHA content editor to administer the quiz and feed the results automatically against every student profile. Leveraging DIKSHA telemetry, teacher is able to see classroom performance instantly and aggregate data is made available as data. Leveraging DIKSHA Group capability, Registry, students are assigned individual ids and their choices are automatically tagged to learning ids. 
 Your solution applied to early grades will ensure rapid easy testing capability to teacher which will provide understanding of individual student learning progress, enabling her to ensure entire class is moving together in their learning journey. The needs on the student’s actions be very low to ensure all students easily participate. Your solution should work in low-light environments and efforts to accommodate ambient lighting conditions in indian classrooms. You could leverage data analytics capabilities of NDEAR building blocks including DIKSHA CQUBE building blocks to develop larger dashboard of activity, achievements, anonymized and aggregate datasets that is useful for understanding activities and achievements of individual classroom. Team can explore using DIKSHA’s SARAL capabilities for bring unique phygital variation to the assessments."""
